,windSpeed,humidity,temperature,energy,hour,day_of_week,month
2013-08-17 01:00:00,2.87,0.91,16.24,1203.0869997999994,1,5,8
2013-08-17 02:00:00,3.08,0.93,15.22,1079.5910004000004,2,5,8
2013-08-17 03:00:00,2.6,0.93,14.66,1028.5800002000003,3,5,8
2013-08-17 04:00:00,2.19,0.96,14.12,1032.3249996,4,5,8
2013-08-17 05:00:00,2.09,0.94,14.12,1120.8659995,5,5,8
2013-08-17 06:00:00,2.23,0.93,14.37,1327.5459998,6,5,8
2013-08-17 07:00:00,2.79,0.87,15.59,1580.0050005999994,7,5,8
2013-08-17 08:00:00,3.54,0.78,17.14,1788.7380001000004,8,5,8
2013-08-17 09:00:00,5.38,0.67,18.66,1879.9089996999996,9,5,8
2013-08-17 10:00:00,6.19,0.66,19.29,1890.9379994,10,5,8
2013-08-17 11:00:00,6.18,0.67,19.48,1899.314000200001,11,5,8
2013-08-17 12:00:00,6.71,0.64,20.22,1943.6879998999993,12,5,8
2013-08-17 13:00:00,7.53,0.64,19.56,1841.263,13,5,8
2013-08-17 14:00:00,7.14,0.68,18.44,1855.7589996000006,14,5,8
2013-08-17 15:00:00,6.91,0.78,17.47,1922.6519991999996,15,5,8
2013-08-17 16:00:00,7.27,0.76,17.52,2031.7059993999999,16,5,8
2013-08-17 17:00:00,7.31,0.76,17.52,2255.787,17,5,8
2013-08-17 18:00:00,7.63,0.79,17.47,2370.8550008000007,18,5,8
2013-08-17 19:00:00,7.74,0.82,16.9,2455.1640002000004,19,5,8
2013-08-17 20:00:00,7.66,0.87,16.52,2436.323001099999,20,5,8
2013-08-17 21:00:00,7.31,0.88,16.94,2262.057,21,5,8
2013-08-17 22:00:00,6.97,0.88,17.03,1972.4990002000002,22,5,8
2013-12-09 00:00:00,4.27,0.88,7.61,2122.952999399999,0,0,12
2013-12-09 01:00:00,4.49,0.9,7.19,1619.5350004000006,1,0,12
2013-12-09 02:00:00,3.97,0.9,7.09,1374.9880002000002,2,0,12
2013-12-09 03:00:00,3.89,0.9,6.58,1261.2820003000004,3,0,12
2013-12-09 04:00:00,3.87,0.93,6.28,1197.6959997000001,4,0,12
2013-12-09 05:00:00,3.27,0.93,6.18,1281.8399998999996,5,0,12
2013-12-09 06:00:00,3.16,0.93,6.09,1580.8620004000002,6,0,12
2013-12-09 07:00:00,3.83,0.95,6.03,2207.3469994999996,7,0,12
2013-12-09 08:00:00,2.99,0.95,6.01,2567.1760003,8,0,12
2013-12-09 09:00:00,2.95,0.93,6.61,2423.9169998000016,9,0,12
2013-12-09 10:00:00,2.84,0.9,7.81,2243.555,10,0,12
2013-12-09 11:00:00,3.22,0.83,9.3,2189.310999899999,11,0,12
2013-12-09 12:00:00,3.78,0.77,10.41,2151.5129997999998,12,0,12
2013-12-09 13:00:00,3.61,0.78,11.01,2160.9930012000004,13,0,12
2013-12-09 14:00:00,3.45,0.76,10.89,2137.9149995000002,14,0,12
2013-12-09 15:00:00,2.89,0.79,10.31,2146.7930000999995,15,0,12
2013-12-09 16:00:00,2.52,0.84,9.06,2643.469997599999,16,0,12
2013-12-09 17:00:00,2.23,0.87,8.57,3431.215999799999,17,0,12
2013-12-09 18:00:00,2.38,0.9,7.41,3787.1210001000004,18,0,12
2013-12-09 19:00:00,1.94,0.93,6.76,3940.6209990000007,19,0,12
2013-12-09 20:00:00,1.98,0.96,6.17,3806.518000599999,20,0,12
2013-12-09 21:00:00,2.12,0.94,5.96,3565.2750014999997,21,0,12
2013-12-09 22:00:00,2.01,0.96,5.14,3152.2509990999997,22,0,12
2013-12-09 23:00:00,2.28,0.93,5.06,2471.0839998999995,23,0,12
2013-05-24 23:00:00,4.51,0.89,6.89,1892.2669991,23,4,5
2013-05-25 00:00:00,4.33,0.9,6.41,2543.852001000002,0,5,5
2013-05-25 01:00:00,3.8,0.9,6.34,1350.7529991,1,5,5
2013-05-25 02:00:00,3.72,0.9,6.26,1223.7839999999997,2,5,5
2013-05-25 03:00:00,3.42,0.9,6.2,1145.2370004999998,3,5,5
2013-05-25 04:00:00,3.12,0.91,5.64,1179.4799998999995,4,5,5
2013-05-25 05:00:00,3.46,0.9,5.93,1298.7140000999996,5,5,5
2013-05-25 06:00:00,4.15,0.87,6.61,1597.904999299999,6,5,5
2013-05-25 07:00:00,3.71,0.82,8.38,1918.7069999999997,7,5,5
2013-05-25 08:00:00,4.35,0.72,9.34,2147.5939997,8,5,5
2013-05-25 09:00:00,3.63,0.66,10.33,2223.4279992,9,5,5
2013-05-25 10:00:00,4.05,0.63,11.37,2251.0359994,10,5,5
2013-05-25 11:00:00,4.28,0.59,12.09,2328.631999099999,11,5,5
2013-05-25 12:00:00,3.96,0.52,13.03,2275.346001,12,5,5
2013-05-25 13:00:00,4.18,0.49,13.53,2154.4990006000007,13,5,5
2013-05-25 14:00:00,4.5,0.47,13.71,2071.7669991000002,14,5,5
2013-05-25 15:00:00,4.49,0.45,13.87,2097.8230004,15,5,5
2013-05-25 16:00:00,4.27,0.44,14.61,2232.643999299999,16,5,5
2013-05-25 17:00:00,4.0,0.42,14.87,2408.963000500001,17,5,5
2013-05-25 18:00:00,3.78,0.44,14.14,2505.0389994999996,18,5,5
2013-05-25 19:00:00,2.69,0.44,13.66,2447.3239998000004,19,5,5
2013-05-25 20:00:00,1.49,0.49,12.58,2532.2989993000006,20,5,5
2013-05-25 21:00:00,1.06,0.63,10.44,2628.5319996000003,21,5,5
2013-05-25 22:00:00,1.01,0.69,8.63,2294.7460004999994,22,5,5
2013-01-23 00:00:00,5.23,0.8,2.82,2667.2349990999996,0,2,1
2013-01-23 01:00:00,4.89,0.82,2.38,2107.8239983000003,1,2,1
2013-01-23 02:00:00,4.79,0.82,2.39,1812.6289988000003,2,2,1
2013-01-23 03:00:00,4.64,0.82,2.34,1685.7900012,3,2,1
2013-01-23 04:00:00,4.43,0.82,2.31,1619.0159987999998,4,2,1
2013-01-23 05:00:00,4.23,0.82,1.92,1689.1190002000003,5,2,1
2013-01-23 06:00:00,4.01,0.83,1.86,2032.666999099999,6,2,1
2013-01-23 07:00:00,3.9,0.82,1.83,2708.2280001000017,7,2,1
2013-01-23 08:00:00,3.55,0.85,1.38,3283.7419989,8,2,1
2013-01-23 09:00:00,3.41,0.83,1.76,3090.3579982,9,2,1
2013-01-23 10:00:00,3.55,0.82,1.91,2938.7180001999977,10,2,1
2013-01-23 11:00:00,3.99,0.82,1.92,2894.1699999999996,11,2,1
2013-01-23 12:00:00,3.86,0.82,1.98,2955.5029993999997,12,2,1
2013-01-23 13:00:00,3.86,0.82,2.27,3035.741999799999,13,2,1
2013-01-23 14:00:00,4.05,0.85,2.29,2980.321001299999,14,2,1
2013-01-23 15:00:00,4.39,0.81,2.29,3016.2649984,15,2,1
2013-01-23 16:00:00,4.72,0.81,2.26,3406.4309997999994,16,2,1
2013-01-23 17:00:00,4.23,0.84,1.94,4126.309998099999,17,2,1
2013-01-23 18:00:00,4.08,0.83,1.88,4601.683002699999,18,2,1
2013-01-23 19:00:00,4.04,0.83,1.88,4818.584998799998,19,2,1
2013-01-23 20:00:00,4.78,0.8,1.87,4603.2590022,20,2,1
2013-01-23 21:00:00,4.58,0.78,2.24,4291.4849996,21,2,1
2013-01-23 22:00:00,4.95,0.81,2.23,3921.7350009999996,22,2,1
2013-01-23 23:00:00,4.42,0.83,1.79,3120.963999299999,23,2,1
2013-11-01 00:00:00,4.17,0.89,12.51,1864.7249983000006,0,4,11
2013-11-01 01:00:00,4.01,0.89,12.48,1415.1989990000004,1,4,11
2013-11-01 02:00:00,4.52,0.89,12.64,1191.0390004000003,2,4,11
2013-11-01 03:00:00,5.06,0.87,12.67,1104.6569996999997,3,4,11
2013-11-01 04:00:00,5.05,0.87,13.01,1088.7609994000006,4,4,11
2013-11-01 05:00:00,4.84,0.88,12.46,1165.2100002000004,5,4,11
2013-11-01 06:00:00,3.52,0.89,11.96,1364.0409999000003,6,4,11
2013-11-01 07:00:00,3.02,0.91,11.48,1800.8459997999998,7,4,11
2013-11-01 08:00:00,2.65,0.91,11.53,2109.2489996,8,4,11
2013-11-01 09:00:00,3.11,0.91,12.01,2218.9329990999995,9,4,11
2013-11-01 10:00:00,3.29,0.88,12.67,2133.457000199999,10,4,11
2013-11-01 11:00:00,3.51,0.86,13.49,2069.8220002000007,11,4,11
2013-11-01 12:00:00,3.67,0.87,13.58,2154.4839995,12,4,11
2013-11-01 13:00:00,4.56,0.89,13.97,2204.3649996999993,13,4,11
2013-11-01 14:00:00,4.79,0.89,13.34,2091.036000500001,14,4,11
2013-11-01 15:00:00,4.7,0.86,13.22,2123.775999999999,15,4,11
2013-11-01 16:00:00,3.98,0.87,13.09,2363.4049999000003,16,4,11
2013-11-01 17:00:00,3.02,0.89,12.49,2963.4909990999995,17,4,11
2013-11-01 18:00:00,2.52,0.9,12.48,3317.9990022,18,4,11
2013-11-01 19:00:00,2.34,0.91,12.37,3366.7620004,19,4,11
2013-11-01 20:00:00,2.41,0.92,11.94,3153.4809981000008,20,4,11
2013-11-01 21:00:00,2.04,0.94,11.92,2906.7049997999998,21,4,11
2013-11-01 22:00:00,1.62,0.94,11.54,2628.4900006999987,22,4,11
2013-11-01 23:00:00,1.44,0.94,11.52,2184.934000799999,23,4,11
2013-03-14 00:00:00,2.3,0.88,0.76,2471.9810029,0,3,3
2013-03-14 01:00:00,2.24,0.89,0.22,1984.6289991999986,1,3,3
2013-03-14 02:00:00,1.88,0.89,-0.16,1712.6539998,2,3,3
2013-03-14 03:00:00,1.92,0.89,-0.26,1570.9849979,3,3,3
2013-03-14 04:00:00,1.72,0.87,-0.41,1512.7810004,4,3,3
2013-03-14 05:00:00,2.19,0.87,-0.51,1594.7239999000008,5,3,3
2013-03-14 06:00:00,2.16,0.89,-0.91,1966.9439997999998,6,3,3
2013-03-14 07:00:00,2.03,0.89,-0.76,2540.9619998,7,3,3
2013-03-14 08:00:00,1.67,0.88,-0.02,2854.1340001,8,3,3
2013-03-14 09:00:00,2.22,0.81,1.38,2731.8619994999995,9,3,3
2013-03-14 10:00:00,3.03,0.71,3.01,2497.8919992999995,10,3,3
2013-03-14 11:00:00,2.91,0.64,4.12,2393.1909997999996,11,3,3
2013-03-14 12:00:00,2.96,0.58,5.12,2392.7030005999995,12,3,3
2013-03-14 13:00:00,2.6,0.49,5.95,2398.5819995000006,13,3,3
2013-03-14 14:00:00,2.44,0.48,6.52,2405.3049991999997,14,3,3
2013-03-14 15:00:00,2.35,0.44,5.89,2422.0679993999997,15,3,3
2013-03-14 16:00:00,2.1,0.43,6.56,2627.081001599999,16,3,3
2013-03-14 17:00:00,1.91,0.41,6.08,3128.3320009999993,17,3,3
2013-03-14 18:00:00,1.1,0.47,5.17,3810.7849985000003,18,3,3
2013-03-14 19:00:00,2.04,0.48,4.64,4321.650999899999,19,3,3
2013-03-14 20:00:00,2.36,0.51,4.39,4197.144000599999,20,3,3
2013-03-14 21:00:00,2.85,0.5,4.71,3958.2949998999998,21,3,3
2013-03-14 22:00:00,3.01,0.52,4.3,3572.2360005000005,22,3,3
2013-03-14 23:00:00,3.49,0.59,3.84,2860.7859994,23,3,3
2013-05-05 23:00:00,1.84,0.73,14.18,1658.7169997,23,6,5
2013-05-06 00:00:00,1.62,0.74,13.16,1479.3259995000003,0,0,5
2013-05-06 01:00:00,1.55,0.79,11.74,1227.2389998,1,0,5
2013-05-06 02:00:00,1.34,0.83,10.98,1109.799999500001,2,0,5
2013-05-06 03:00:00,1.07,0.86,10.48,1061.6490004000007,3,0,5
2013-05-06 04:00:00,1.42,0.85,10.91,1078.7020002000002,4,0,5
2013-05-06 05:00:00,0.64,0.84,11.19,1174.2419994999996,5,0,5
2013-05-06 06:00:00,0.4,0.81,12.27,1398.4420004000003,6,0,5
2013-05-06 07:00:00,0.32,0.74,13.4,1747.1840000000007,7,0,5
2013-05-06 08:00:00,0.3,0.66,14.96,2082.2669993,8,0,5
2013-05-06 09:00:00,0.25,0.58,17.12,2211.1149995999995,9,0,5
2013-05-06 10:00:00,0.16,0.53,17.98,2221.1940002,10,0,5
2013-05-06 11:00:00,0.58,0.52,18.76,2220.5910002,11,0,5
2013-05-06 12:00:00,2.03,0.51,18.59,2183.2060001,12,0,5
2013-05-06 13:00:00,1.94,0.47,19.99,2017.8449998999997,13,0,5
2013-05-06 14:00:00,1.49,0.45,20.16,1964.1129996,14,0,5
2013-05-06 15:00:00,2.19,0.43,20.99,2023.4519990999997,15,0,5
2013-05-06 16:00:00,2.28,0.43,20.54,2223.0570001,16,0,5
2013-05-06 17:00:00,2.37,0.46,19.91,2446.8689997999995,17,0,5
2013-05-06 18:00:00,2.53,0.48,19.16,2565.1839989999985,18,0,5
2013-05-06 19:00:00,2.01,0.51,17.72,2631.400000999999,19,0,5
2013-05-06 20:00:00,1.9,0.58,15.87,2905.8539995999995,20,0,5
2013-05-06 21:00:00,2.07,0.59,14.37,2714.2810002,21,0,5
2013-05-06 22:00:00,1.2,0.63,13.2,2175.4750002000005,22,0,5
2013-05-26 23:00:00,3.37,0.62,11.11,1688.0960000999996,23,6,5
2013-05-27 00:00:00,3.11,0.67,9.67,1499.1169996000003,0,0,5
2013-05-27 01:00:00,2.43,0.7,8.59,1218.9940002000003,1,0,5
2013-05-27 02:00:00,2.4,0.71,7.91,1096.9780001000001,2,0,5
2013-05-27 03:00:00,2.29,0.7,7.67,1057.5900001000002,3,0,5
2013-05-27 04:00:00,2.25,0.77,6.32,1066.8930000999999,4,0,5
2013-05-27 05:00:00,2.81,0.72,7.39,1179.6629999,5,0,5
2013-05-27 06:00:00,3.71,0.78,8.13,1380.7759996000007,6,0,5
2013-05-27 07:00:00,3.71,0.78,9.59,1682.5550002000004,7,0,5
2013-05-27 08:00:00,4.68,0.63,12.07,2041.4109993,8,0,5
2013-05-27 09:00:00,5.34,0.54,13.84,2124.8189997000004,9,0,5
2013-05-27 10:00:00,6.42,0.52,15.26,2177.679000599999,10,0,5
2013-05-27 11:00:00,7.18,0.5,15.86,2248.2220005000004,11,0,5
2013-05-27 12:00:00,7.34,0.46,16.64,2237.1359990999986,12,0,5
2013-05-27 13:00:00,7.63,0.45,16.88,2092.8890001000004,13,0,5
2013-05-27 14:00:00,7.96,0.39,17.25,1987.0869998000003,14,0,5
2013-05-27 15:00:00,7.77,0.4,17.28,2043.716000300001,15,0,5
2013-05-27 16:00:00,7.35,0.4,17.17,2198.3729998,16,0,5
2013-05-27 17:00:00,6.86,0.39,16.27,2409.5620006999993,17,0,5
2013-05-27 18:00:00,5.45,0.43,15.28,2543.207,18,0,5
2013-05-27 19:00:00,3.66,0.49,14.57,2477.7700004999992,19,0,5
2013-05-27 20:00:00,2.83,0.56,13.36,2603.296998499999,20,0,5
2013-05-27 21:00:00,2.83,0.59,12.77,2651.935998500001,21,0,5
2013-05-27 22:00:00,2.83,0.61,12.21,2198.8970005000006,22,0,5
2013-10-26 23:00:00,8.13,0.9,14.68,1820.5019991999993,23,5,10
2013-10-27 00:00:00,7.0,0.91,14.27,2439.251000799998,0,6,10
2013-10-27 01:00:00,5.61,0.92,13.57,1284.6389996000003,1,6,10
2013-10-27 02:00:00,4.41,0.91,12.72,1126.2719997000004,2,6,10
2013-10-27 03:00:00,4.52,0.92,12.68,1060.4910000000002,3,6,10
2013-10-27 04:00:00,4.88,0.91,12.58,1050.4919997000004,4,6,10
2013-10-27 05:00:00,5.59,0.9,12.62,1090.1840000000002,5,6,10
2013-10-27 06:00:00,6.21,0.88,12.62,1231.5900002,6,6,10
2013-10-27 07:00:00,8.25,0.82,11.92,1566.3980009,7,6,10
2013-10-27 08:00:00,7.24,0.81,11.66,1992.6539995,8,6,10
2013-10-27 09:00:00,8.03,0.79,13.16,2340.5749986999995,9,6,10
2013-10-27 10:00:00,8.94,0.71,14.22,2392.6010003,10,6,10
2013-10-27 11:00:00,10.08,0.66,15.23,2351.4989996999993,11,6,10
2013-10-27 12:00:00,10.03,0.62,15.83,2393.589999799999,12,6,10
2013-10-27 13:00:00,9.91,0.63,15.87,2498.109999899999,13,6,10
2013-10-27 14:00:00,10.09,0.67,15.63,2421.4359998000004,14,6,10
2013-10-27 15:00:00,8.44,0.71,14.81,2454.4409996,15,6,10
2013-10-27 16:00:00,9.1,0.73,14.67,2729.698999499999,16,6,10
2013-10-27 17:00:00,8.15,0.73,14.54,3273.4079991999974,17,6,10
2013-10-27 18:00:00,8.07,0.74,14.12,3544.1750002000003,18,6,10
2013-10-27 19:00:00,6.99,0.74,14.06,3493.074001000001,19,6,10
2013-10-27 20:00:00,6.24,0.82,13.17,3264.978001299998,20,6,10
2013-10-27 21:00:00,5.06,0.9,12.58,2955.0939998999997,21,6,10
2013-10-27 22:00:00,4.18,0.94,12.19,2610.7139994,22,6,10
2013-10-27 23:00:00,5.19,0.94,13.14,2088.838999399999,23,6,10
2013-05-12 23:00:00,5.73,0.92,11.59,1675.480999899999,23,6,5
2013-05-13 00:00:00,5.3,0.93,11.44,1456.2979995,0,0,5
2013-05-13 01:00:00,5.71,0.91,11.56,1219.2530000999996,1,0,5
2013-05-13 02:00:00,5.4,0.9,11.52,1112.3590000000002,2,0,5
2013-05-13 03:00:00,5.23,0.91,11.34,1083.9860001,3,0,5
2013-05-13 04:00:00,5.29,0.92,10.94,1139.1699994000005,4,0,5
2013-05-13 05:00:00,5.52,0.89,10.87,1373.4529986000005,5,0,5
2013-05-13 06:00:00,5.85,0.83,10.88,1893.4099993000004,6,0,5
2013-05-13 07:00:00,6.21,0.74,11.39,2152.1279993999988,7,0,5
2013-05-13 08:00:00,7.79,0.6,12.28,2067.057000000001,8,0,5
2013-05-13 09:00:00,7.28,0.54,12.06,1969.0519993999997,9,0,5
2013-05-13 10:00:00,7.91,0.48,12.89,1905.5620000000001,10,0,5
2013-05-13 11:00:00,7.45,0.5,12.53,1943.8800000000006,11,0,5
2013-05-13 12:00:00,7.68,0.5,13.01,1969.7430005999995,12,0,5
2013-05-13 13:00:00,7.86,0.51,13.07,1894.7040004000003,13,0,5
2013-05-13 14:00:00,8.86,0.5,13.48,1864.8660005000006,14,0,5
2013-05-13 15:00:00,8.4,0.44,14.06,1960.4399996,15,0,5
2013-05-13 16:00:00,8.19,0.47,13.81,2278.7650016999987,16,0,5
2013-05-13 17:00:00,8.56,0.6,12.11,2600.6120007,17,0,5
2013-05-13 18:00:00,7.6,0.58,12.06,2737.322999900001,18,0,5
2013-05-13 19:00:00,6.74,0.56,11.29,2863.0689996000015,19,0,5
2013-05-13 20:00:00,5.46,0.62,9.51,3008.2489998,20,0,5
2013-05-13 21:00:00,5.1,0.69,8.95,2876.472999499999,21,0,5
2013-05-13 22:00:00,4.7,0.8,7.45,2278.2659997,22,0,5
2013-08-06 23:00:00,1.9,0.79,15.4,1581.7189998000001,23,1,8
2013-08-07 00:00:00,2.26,0.76,15.61,1354.9819998000003,0,2,8
2013-08-07 01:00:00,2.42,0.75,15.78,1157.0579996000004,1,2,8
2013-08-07 02:00:00,2.64,0.78,15.96,1074.8750000999999,2,2,8
2013-08-07 03:00:00,1.81,0.83,15.87,1031.7219999999998,3,2,8
2013-08-07 04:00:00,1.83,0.86,15.22,1038.5099998000003,4,2,8
2013-08-07 05:00:00,1.54,0.87,15.18,1189.1860003,5,2,8
2013-08-07 06:00:00,2.11,0.88,14.97,1508.6739994999996,6,2,8
2013-08-07 07:00:00,3.0,0.84,15.88,1704.0239994000005,7,2,8
2013-08-07 08:00:00,3.71,0.75,17.02,1745.8020007000002,8,2,8
2013-08-07 09:00:00,4.43,0.65,17.81,1711.7729998999996,9,2,8
2013-08-07 10:00:00,4.87,0.55,19.32,1688.5749996000002,10,2,8
2013-08-07 11:00:00,4.5,0.48,20.92,1701.1149998999992,11,2,8
2013-08-07 12:00:00,4.52,0.48,20.99,1689.2299996999998,12,2,8
2013-08-07 13:00:00,4.57,0.46,21.44,1605.4909997999996,13,2,8
2013-08-07 14:00:00,4.6,0.47,21.49,1584.5289992000007,14,2,8
2013-08-07 15:00:00,4.45,0.47,21.3,1672.3099999999995,15,2,8
2013-08-07 16:00:00,4.35,0.45,21.32,1842.0840007000002,16,2,8
2013-08-07 17:00:00,3.85,0.47,20.83,2046.208000699999,17,2,8
2013-08-07 18:00:00,3.42,0.48,20.58,2201.6259997,18,2,8
2013-08-07 19:00:00,2.8,0.51,19.46,2292.1380003999993,19,2,8
2013-08-07 20:00:00,2.11,0.55,18.29,2481.054999699999,20,2,8
2013-08-07 21:00:00,1.65,0.6,17.01,2408.3679998999987,21,2,8
2013-08-07 22:00:00,0.98,0.64,16.33,2014.3120004000007,22,2,8
2013-10-04 23:00:00,2.7,0.93,15.2,1612.3270001000005,23,4,10
2013-10-05 00:00:00,2.45,0.93,15.21,1452.9409993999998,0,5,10
2013-10-05 01:00:00,2.2,0.93,15.18,1176.2200001000003,1,5,10
2013-10-05 02:00:00,2.54,0.94,14.63,1065.2809997000004,2,5,10
2013-10-05 03:00:00,1.97,0.95,14.12,1023.2420000000005,3,5,10
2013-10-05 04:00:00,1.88,0.95,13.67,1039.3550003000005,4,5,10
2013-10-05 05:00:00,1.84,0.94,13.8,1140.7390000999999,5,5,10
2013-10-05 06:00:00,1.99,0.94,13.82,1432.1950001000005,6,5,10
2013-10-05 07:00:00,2.01,0.94,14.22,1837.7199995000003,7,5,10
2013-10-05 08:00:00,2.44,0.91,14.48,2123.8130018999996,8,5,10
2013-10-05 09:00:00,2.54,0.88,15.4,2172.2359995,9,5,10
2013-10-05 10:00:00,2.36,0.82,16.56,2154.1760003999993,10,5,10
2013-10-05 11:00:00,2.1,0.78,17.49,2141.5159991999994,11,5,10
2013-10-05 12:00:00,1.84,0.74,17.64,2204.7099989999997,12,5,10
2013-10-05 13:00:00,1.46,0.74,17.94,2189.3940000999996,13,5,10
2013-10-05 14:00:00,2.0,0.74,17.92,2087.1849994000004,14,5,10
2013-10-05 15:00:00,1.7,0.74,17.56,2175.4659986,15,5,10
2013-10-05 16:00:00,1.42,0.75,17.47,2404.6329998000006,16,5,10
2013-10-05 17:00:00,0.92,0.79,16.88,2708.4549992999996,17,5,10
2013-10-05 18:00:00,0.73,0.86,14.82,3080.9679983,18,5,10
2013-10-05 19:00:00,0.6,0.88,14.44,2965.6139994000005,19,5,10
2013-10-05 20:00:00,0.65,0.92,14.58,2736.4390002000005,20,5,10
2013-10-05 21:00:00,0.94,0.94,14.41,2494.9789990000004,21,5,10
2013-10-05 22:00:00,0.58,0.95,14.34,2146.8729997000005,22,5,10
2013-09-21 23:00:00,2.39,0.95,16.87,1689.5650006000003,23,5,9
2013-09-22 00:00:00,2.45,0.93,16.84,1490.4949990999999,0,6,9
2013-09-22 01:00:00,2.64,0.95,16.43,1237.1530001,1,6,9
2013-09-22 02:00:00,2.99,0.95,16.43,1080.3400002,2,6,9
2013-09-22 03:00:00,3.09,0.94,16.46,1017.2429999000003,3,6,9
2013-09-22 04:00:00,2.86,0.93,16.52,1041.9370001,4,6,9
2013-09-22 05:00:00,2.78,0.93,16.53,1113.9859996,5,6,9
2013-09-22 06:00:00,2.53,0.94,16.53,1338.1159999999995,6,6,9
2013-09-22 07:00:00,2.28,0.93,16.56,1704.4280003000001,7,6,9
2013-09-22 08:00:00,2.53,0.94,16.93,2099.9859992,8,6,9
2013-09-22 09:00:00,2.47,0.91,17.06,2276.354001999999,9,6,9
2013-09-22 10:00:00,1.79,0.9,17.18,2296.7700000000004,10,6,9
2013-09-22 11:00:00,1.59,0.89,17.71,2340.1329995000006,11,6,9
2013-09-22 12:00:00,1.82,0.85,17.84,2413.4780005999996,12,6,9
2013-09-22 13:00:00,2.37,0.85,18.24,2376.0949995,13,6,9
2013-09-22 14:00:00,2.49,0.82,18.46,2329.3899987,14,6,9
2013-09-22 15:00:00,2.36,0.81,18.81,2402.8439996,15,6,9
2013-09-22 16:00:00,1.94,0.8,18.84,2581.3880013000003,16,6,9
2013-09-22 17:00:00,1.46,0.81,18.37,2748.4489994000005,17,6,9
2013-09-22 18:00:00,1.62,0.84,17.31,3075.7659991999994,18,6,9
2013-09-22 19:00:00,1.43,0.87,15.81,3262.398998999999,19,6,9
2013-09-22 20:00:00,1.75,0.91,15.12,3028.193000399999,20,6,9
2013-09-22 21:00:00,1.2,0.93,14.37,2694.5149997,21,6,9
2013-09-22 22:00:00,1.03,0.94,14.25,2138.3030002,22,6,9
2013-01-10 00:00:00,0.7,0.97,1.92,2372.1669997999993,0,3,1
2013-01-10 01:00:00,0.5,0.97,1.56,1848.6199994999995,1,3,1
2013-01-10 02:00:00,0.79,0.99,1.16,1569.0569996000002,2,3,1
2013-01-10 03:00:00,0.93,1.0,1.29,1443.7619998000002,3,3,1
2013-01-10 04:00:00,1.31,0.99,1.39,1383.2110007000003,4,3,1
2013-01-10 05:00:00,0.82,1.0,1.4,1446.5799996000007,5,3,1
2013-01-10 06:00:00,1.14,0.99,1.98,1742.1369995999996,6,3,1
2013-01-10 07:00:00,0.95,0.98,2.02,2433.9550000000004,7,3,1
2013-01-10 08:00:00,0.89,0.96,1.93,2943.3360002999993,8,3,1
2013-01-10 09:00:00,1.14,0.97,2.36,2754.617999300001,9,3,1
2013-01-10 10:00:00,1.54,0.97,2.47,2611.5299993000003,10,3,1
2013-01-10 11:00:00,2.2,0.94,2.95,2532.6160012000005,11,3,1
2013-01-10 12:00:00,1.93,0.94,2.66,2605.104999,12,3,1
2013-01-10 13:00:00,2.1,0.92,3.1,2665.782999099999,13,3,1
2013-01-10 14:00:00,2.03,0.91,3.08,2674.6799988000007,14,3,1
2013-01-10 15:00:00,1.77,0.89,3.43,2631.3859998000003,15,3,1
2013-01-10 16:00:00,1.8,0.9,3.01,3126.7769977999983,16,3,1
2013-01-10 17:00:00,1.87,0.88,2.97,3869.154000599998,17,3,1
2013-01-10 18:00:00,2.23,0.88,3.0,4345.362002200001,18,3,1
2013-01-10 19:00:00,2.39,0.91,2.96,4554.965999400002,19,3,1
2013-01-10 20:00:00,2.21,0.88,2.57,4356.4240008,20,3,1
2013-01-10 21:00:00,2.62,0.92,2.23,4081.5820020999995,21,3,1
2013-01-10 22:00:00,2.7,0.91,2.49,3590.7699991000004,22,3,1
2013-01-10 23:00:00,2.6,0.9,2.47,2940.630999900002,23,3,1
2013-10-10 23:00:00,6.69,0.73,9.1,1642.2440002999995,23,3,10
2013-10-11 00:00:00,6.64,0.75,9.12,1463.5769996000004,0,4,10
2013-10-11 01:00:00,6.78,0.83,9.0,1248.9919999999997,1,4,10
2013-10-11 02:00:00,5.77,0.88,8.66,1138.0499999000003,2,4,10
2013-10-11 03:00:00,5.22,0.9,9.17,1076.2489998999997,3,4,10
2013-10-11 04:00:00,5.48,0.89,9.34,1124.4920001,4,4,10
2013-10-11 05:00:00,5.41,0.89,9.74,1377.9810003,5,4,10
2013-10-11 06:00:00,5.99,0.88,9.81,1958.461998700001,6,4,10
2013-10-11 07:00:00,5.61,0.86,9.86,2249.8969994999998,7,4,10
2013-10-11 08:00:00,5.66,0.83,10.37,2106.226001,8,4,10
2013-10-11 09:00:00,5.33,0.79,11.12,2005.5879998,9,4,10
2013-10-11 10:00:00,4.53,0.76,12.05,2001.8900009999993,10,4,10
2013-10-11 11:00:00,4.79,0.78,12.33,2125.789000099999,11,4,10
2013-10-11 12:00:00,3.84,0.9,11.38,2232.7239999999997,12,4,10
2013-10-11 13:00:00,4.67,0.93,11.61,2214.3109994999986,13,4,10
2013-10-11 14:00:00,7.16,0.93,12.57,2211.5729995999986,14,4,10
2013-10-11 15:00:00,8.12,0.9,12.7,2372.5979997999993,15,4,10
2013-10-11 16:00:00,7.97,0.91,13.09,2730.1099998,16,4,10
2013-10-11 17:00:00,7.75,0.89,13.16,3187.5589982999995,17,4,10
